Sl. No.,District Code,District Name,District Name (Tamil),Block Code,Block Name,Block Name (Tamil),Village Panchayat Code,Village Panchayat Name,Village Panchayat Name (Tamil)
5991,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,1,AlakKudi,ஆலக்குடி
5992,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,2,Chitrakudi,சித்திரகுடி
5993,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,3,Inathukkanpatti,இனாதுக்கான்பட்டி
5994,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,4,Kudalur,கூடலூர்
5995,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,5,Kondavittanthidal,கொண்டவிட்டான்திடல்
5996,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,6,Kollangarai,கொல்லாங்கரை
5997,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,7,Kurungulam east,குருங்குளம் கிழக்கு
5998,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,8,Kurungulam west,குருங்குளம் மேற்கு
5999,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,9,Kuruvadipatti,குருவாடிப்பட்டி
6000,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,10,Kadakadapppai,கடகடப்பை
6001,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,11,K.vallundampattu,கொ.வல்லுண்டான்பட்டு
6002,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,12,Kurungalur,குருங்களூர்
6003,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,13,Kalvirayanpettai,கல்விராயன்பேட்டை
6004,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,14,Kandithampattu,கண்டிதம்பட்டு
6005,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,15,Kasanadu pudur,காசநாடு புதூர்
6006,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,16,Kattur,காட்டூர்
6007,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,17,Kulichapattu,குளிச்சபட்டு
6008,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,18,Mariammankoil,மாரியம்மன்கோயில்
6009,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,19,Manakkarambai,மணக்கரம்பை
6010,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,20,Manangorai,மானாங்கோரை
6011,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,21,Marungulam,மருங்குளம்
6012,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,22,Madigai,மடிகை
6013,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,23,Mathur east,மாத்தூர் கிழக்கு
6014,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,24,Mathur west,மாத்தூர் மேற்கு
6015,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,25,Marudhakudi,மருதக்குடி
6016,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,26,Melaveli,மேலவெளி
6017,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,27,Monnaiyampatti,மொன்னனயம்பட்டி
6018,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,28,Nanjikkottai,நாஞ்சிக்கோட்டை
6019,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,29,N.vallundampattu,நா.வல்லுண்டாம்பட்டு
6020,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,30,Nallicheri,நல்லிச்சேரி
6021,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,31,Narasanayagapuram,நரசநாயகபுரம்
6022,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,32,Nagathi,நாகத்தி
6023,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,33,Neelagiri,நீலகிரி
6024,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,34,Palliyeri,பள்ளியேரி
6025,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,35,Perambur i sethi,பெரம்பூர் 1 சேத்தி
6026,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,36,Perambur ii sethi,பெரம்பூர் 2 சேத்தி
6027,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,37,Pillayarnatham,பிள்ளையார்நத்தம்
6028,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,38,Pillaiyarpatti,பிள்ளையார்பட்டி
6029,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,39,Pudupattinam,புதுப்பட்டிணம்
6030,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,40,Rajendram,இராஜேந்திரம்
6031,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,41,Ramapuram,இராமாபுரம்
6032,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,42,Rayanthur,இராயந்தூர்
6033,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,43,Ramanathapuram,இராமநாதபுரம்
6034,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,44,Sakkarasamandam,சக்கரசாமந்தம்
6035,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,45,Siralur,சீராளுர்
6036,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,46,Sennampatti,சென்னம்பட்டி
6037,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,47,Soorakkottai,சூரக்கோட்டை
6038,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,48,Thandangorai,தண்டாங்கோரை
6039,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,49,Thenperambur,தென்பெரம்பூர்
6040,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,50,Thottakadu,தோட்டக்காடு
6041,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,51,Thirumalaisamudram,திருமலைசமுத்திரம்
6042,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,52,Thittai,திட்டை
6043,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,53,Thirukanurpatti,திருக்கானூர்பட்டி
6044,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,54,Thiruvedhikudi,திருவேதிக்குடி
6045,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,55,Thuraiyur,துறையூர்
6046,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,56,Vallampudur,வல்லம்புதூர்
6047,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,57,Vannarapettai,வண்ணாரப்பேட்டை
6048,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,58,Valamirankottai,வாளமிரான்கோட்டை
6049,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,59,Vilar,விளார்
6050,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,60,Uamayaval arcadu,உமையவள் ஆற்காடு
6051,13,THANJAVUR,தஞ்சாவூர்,1,THANJAVUR,தஞ்சாவூர்,61,Vadagal,வடகால்
6052,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,1,Achampatti,ஆச்சாம்பட்டி
6053,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,2,Agarapettai,அகரபேட்டை
6054,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,3,Alamelupuram,அலமேலுபுரம்
6055,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,4,Arcadu,ஆற்காடு
6056,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,5,Avarampatti,ஆவராம்பட்டி
6057,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,6,Budalur,பூதலூர்
6058,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,7,Deekshasamudram,தீட்சசமுத்திரம்
6059,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,8,Indalur,இந்தலூர்
6060,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,9,Kadambangudi,கடம்பன்குடி
6061,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,10,Kankeyanpatti,காங்கேயன்பட்டி
6062,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,11,Katchamangalam,கச்சமங்கலம்
6063,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,12,Koothur,கூத்தூர்
6064,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,13,Koviladi,கோவிலடி
6065,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,14,Kovilpathu,கோவில்பத்து
6066,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,15,Maniyeripatti,மனையேறிபட்டி
6067,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,16,Maraneri,மாரனேரி
6068,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,17,Megalathur,மேகளத்தூர்
6069,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,18,Maickelpatti,மைக்கேல்பட்டி
6070,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,19,Muthuveerakandianpatti,முத்துவீரகண்டியன்பட்டி
6071,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,20,Nandavanapatti,நந்தவனப்பட்டி
6072,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,21,Nemam,நேமம்
6073,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,22,Orathur,ஒரத்தூர்
6074,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,23,Palamaneri,பழமானேரி
6075,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,24,Palayapatti  (south),பாளையபட்டி (தெற்கு)
6076,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,25,Palayapatti  (north),பாளையபட்டி (வடக்கு)
6077,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,26,Pathirakkudi,பாதிரக்குடி
6078,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,27,Pavanamangalam,பவனமங்கலம்
6079,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,28,Pudukkudi,புதுக்குடி
6080,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,29,Pudupatti,புதுப்பட்டி
6081,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,30,Rajagiri,இராஜாகிரி
6082,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,31,Ranganathapuram,ரெங்கநாதபுரம்
6083,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,32,Sanoorapatti,சாணுரபட்டி
6084,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,33,Sellappanpettai,செல்லப்பன்பேட்டை
6085,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,34,Sengipatti,செங்கிபட்டி
6086,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,35,Solagampatti,சோழகம்பட்டி
6087,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,36,Thiruchinampoondi,திருச்சினம்பூண்டி
6088,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,37,Thogur,தோகூர்
6089,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,38,Thondarayanpadi,தொண்டராயன்பாடி
6090,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,39,Veeramarasanpettai,வீரமரசன்பேட்டை
6091,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,40,Vendayampatti,வெண்டையம்பட்டி
6092,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,41,Vishnampettai,விஷ்ணம்பேட்டை
6093,13,THANJAVUR,தஞ்சாவூர்,2,BUDALUR,பூதலூர்,42,Vittalapuram,விட்டலபுரம்
6094,13,THANJAVUR,தஞ்சாவூர்,3,THIRUVAIYARU,திருவையாறு,1,Ambadumelagaram,அம்பதுமேல்நகரம்
6095,13,THANJAVUR,தஞ்சாவூர்,3,THIRUVAIYARU,திருவையாறு,2,Ammaiyagaram,அம்மையகரம்
6096,13,THANJAVUR,தஞ்சாவூர்,3,THIRUVAIYARU,திருவையாறு,3,Allur,அள்ளூர்
6097,13,THANJAVUR,தஞ்சாவூர்,3,THIRUVAIYARU,திருவையாறு,4,Avikkarai,ஆவிக்கரை
6098,13,THANJAVUR,தஞ்சாவூர்,3,THIRUVAIYARU,திருவையாறு,5,Budarayanallur,பூதராயநல்லூர்
6099,13,THANJAVUR,தஞ்சாவூர்,3,THIRUVAIYARU,திருவையாறு,6,Kadambankudi,கடம்பங்குடி
